Approved Symbol	Ensembl Gene ID
ZIC4	ENSG00000174963
CLAM	
PILRA	ENSG00000085514
ATF7IP2	ENSG00000166669
TVP23A	ENSG00000166676
TVP23B	ENSG00000171928
MORF4L1P1	ENSG00000218283
MORF4L1P2	
MORF4L1P3	ENSG00000255040
MORF4L2P1	ENSG00000250147
KRT6D~withdrawn	
KRT6C	ENSG00000170465
CALR3	
DFNB40	
DQX1	ENSG00000144045
KRT77	ENSG00000189182
KRT20	ENSG00000171431
SUMF2	ENSG00000129103
DPPA3P2	ENSG00000188831
PDS5B	ENSG00000083642
LRRC14	ENSG00000160959
RUBCNL	ENSG00000102445
LNX2	ENSG00000139517
POLR1D	ENSG00000186184
SPATA7	
HCG16~withdrawn	
MBIP	ENSG00000151332
ZNF676	
DNMBP-AS1	ENSG00000227695
TREML1	ENSG00000161911
ZAR1	ENSG00000182223
AHSA2P	ENSG00000173209
RNF212B	ENSG00000215277
UPF3B	ENSG00000125351
LYPLAL1	ENSG00000143353
S100A16	ENSG00000188643
FBRS	ENSG00000156860
MTSS1	ENSG00000170873
MBD5	ENSG00000204406
MBD6	ENSG00000166987
PCP4L1	ENSG00000248485
PADI6	ENSG00000276747
BSX	ENSG00000188909
WDFY1	ENSG00000085449
INSIG2	ENSG00000125629
KLK15	ENSG00000174562
POLR1B	ENSG00000125630
CHFR	ENSG00000072609
TRAF7	ENSG00000131653
RNF144A	ENSG00000151692
CRYGN	ENSG00000127377
GBGT1	ENSG00000148288
NME7	ENSG00000143156
SMC5	ENSG00000198887
SMC6	ENSG00000163029
BPIFA4P	ENSG00000183566
LSM7	ENSG00000130332
LSM8	ENSG00000128534
LSM1	ENSG00000175324
BRIP1	ENSG00000136492
TMC8	ENSG00000167895
DUSP21	ENSG00000189037
WFDC5	ENSG00000175121
WFDC11	ENSG00000180083
WFDC10B	ENSG00000182931
GBP4	ENSG00000162654
C6orf50~withdrawn	
WDFY2	ENSG00000139668
BLACE	ENSG00000204960
USP12	ENSG00000152484
UBAC2	ENSG00000134882
NOXRED1	ENSG00000165555
L3HYPDH	ENSG00000126790
WDR89	ENSG00000140006
C14orf151~withdrawn	
FAM181A	ENSG00000140067
APOPT1	ENSG00000256053
SETD3	ENSG00000183576
FSCB	ENSG00000189139
SLIRP	ENSG00000119705
C14orf157~withdrawn	
DGLUCY	ENSG00000133943
L2HGDH	ENSG00000087299
CATSPERB	ENSG00000133962
SLC39A5	ENSG00000139540
HIST2H3C	ENSG00000203811
HIST2H3B~withdrawn	
HIST2H3A	ENSG00000203852
HIST3H2A	ENSG00000181218
HIST2H2AB	ENSG00000184270
ZC3H14	ENSG00000100722
HIST4H4	
TMEM121	ENSG00000184986
BRMS1L	ENSG00000100916
SUGT1P3	ENSG00000239827
HIST3H2BB	ENSG00000196890
HIST3H2BA	ENSG00000181201
HIST2H2BC	ENSG00000203819
HIST2H2BD	ENSG00000220323
KRTAP18-1~withdrawn	
KRTAP18-2~withdrawn	
KRTAP18-3~withdrawn	
KRTAP10-4	ENSG00000215454
KRTAP18-5~withdrawn	
KRTAP10-6	ENSG00000188155
KRTAP18-7~withdrawn	
KRTAP10-8	ENSG00000187766
KRTAP18-9~withdrawn	
KRTAP10-11	ENSG00000243489
KRTAP12-1	ENSG00000187175
KRTAP12-2	ENSG00000221864
KRTAP12-3	ENSG00000205439
KRTAP12-4	ENSG00000212933
KRTAP10-12	ENSG00000189169
HIST2H2BA	ENSG00000223345
RHBDF1	ENSG00000007384
MBNL3	ENSG00000076770
ALPK2	ENSG00000198796
SV2A	ENSG00000159164
NME6	ENSG00000172113
TRAM1	ENSG00000067167
CCNL1	ENSG00000163660
CCNL2	ENSG00000221978
PANX3	ENSG00000154143
CRAC1~withdrawn	
CYP4A22	ENSG00000162365
CYP20A1	ENSG00000119004
CYP26C1	ENSG00000187553
CYP2R1	ENSG00000186104
CYP26B1	ENSG00000003137
CYP2U1	ENSG00000155016
CYP4Z1	ENSG00000186160
SLC35B4	ENSG00000205060
PCYOX1	ENSG00000116005
KCMF1	ENSG00000176407
MRS2P1	
VPS39	ENSG00000166887
EGFL7	ENSG00000172889
MTUS2	ENSG00000132938
SUPT20H	ENSG00000102710
UFM1	ENSG00000120686
LONP2	ENSG00000102910
ITLN2	ENSG00000158764
WARBM1~withdrawn	
SLC23A3	ENSG00000213901
SLC23A4P	
DHDDS	ENSG00000117682
DIS3	ENSG00000083520
ALS2CL	ENSG00000178038
IFT88	ENSG00000032742
SERP2	ENSG00000151778
BDNF-AS	ENSG00000245573
AIMP2	ENSG00000106305
PHLPP1	ENSG00000081913
SLC24A5	ENSG00000188467
TDRD3	ENSG00000083544
TDRD4~withdrawn	
TDRD5	ENSG00000162782
TAS2R2P	ENSG00000203523
TAS2R6P	ENSG00000270923
MICAL1	ENSG00000135596
TNFAIP8L3	
DCDC1	ENSG00000170959
CHD7	ENSG00000171316
SEC14L4	ENSG00000133488
IPO11	ENSG00000086200
ZNF709	ENSG00000242852
ZNF414	
PSMA7P	
PSME2P1	
PSMB3P1	
PSMC6P1	
PSME4	ENSG00000068878
ZNF415	ENSG00000170954
DPYSL5	ENSG00000157851
TAS2R60	ENSG00000185899
TAS2R62P	ENSG00000234066
TAS2R63P	ENSG00000256019
TAS2R64P	ENSG00000256274
TAS2R65P~withdrawn	
SLC37A2	ENSG00000134955
ZNF416	
ZNF417	
ZNF418	
ZNF419	ENSG00000105136
ZNF420	ENSG00000197050
SLC37A3	ENSG00000157800
TXNDC15	ENSG00000113621
SLC9A9	ENSG00000181804
HIST2H2BB	ENSG00000240929
RAPGEF6	ENSG00000158987
C5orf15	ENSG00000113583
TSPAN1	ENSG00000117472
TSPAN2	ENSG00000134198
TSPAN18	ENSG00000157570
SLC25A26	ENSG00000144741
SLC25A24	ENSG00000085491
SLC25A25	ENSG00000148339
H2AFV	ENSG00000105968
SCN3B	ENSG00000166257
HGPPS~withdrawn	
TXNRD3	ENSG00000197763
MCCD1	ENSG00000204511
IQGAP3	ENSG00000183856
TWIST2	ENSG00000233608
PHF8	ENSG00000172943
RNASE9	
CNDP1	ENSG00000150656
ZPBP2	ENSG00000186075
ANO9	ENSG00000185101
TELAB1	
NBEAL1	ENSG00000144426
CANDN1	
SCA25	
PROM2	ENSG00000155066
PASD1	ENSG00000166049
DHX40P1	ENSG00000266992
ZNF424~withdrawn	
ZNF425	ENSG00000204947
NBR2	ENSG00000198496
TPH2	ENSG00000139287
NXPH1	ENSG00000122584
SPIN2A	ENSG00000147059
ELP3	ENSG00000134014
KLHDC3	ENSG00000124702
OPALIN	ENSG00000197430
APBB3	ENSG00000113108
SLTM	ENSG00000137776
ZBED2	ENSG00000177494
ZBED3	ENSG00000132846
ZDHHC18	ENSG00000204160
ZDHHC19	ENSG00000163958
ZDHHC16	ENSG00000171307
MID1IP1	ENSG00000165175
KLC2	ENSG00000174996
KLC3	ENSG00000104892
OTUD7A	ENSG00000169918
ZBED4	ENSG00000100426
VDAC3P1	ENSG00000271198
DYNLL1P1	ENSG00000205579
DYNLL1P2	ENSG00000258605
ZNF426	
SCFD1	ENSG00000092108
GOLGA4P2	
SLC9A8	ENSG00000197818
FBXW12	ENSG00000164049
ARMC9	ENSG00000135931
GNB4	ENSG00000114450
SNRPEP2	ENSG00000256968
SYVN1	ENSG00000162298
IPMK	ENSG00000151151
SCGB1B2P	ENSG00000268751
FAXC	ENSG00000146267
FAM84A	ENSG00000162981
SESN2	ENSG00000130766
FANCL	ENSG00000115392
ZDHHC20	ENSG00000180776
ZDHHC21	ENSG00000175893
WDFY3	ENSG00000163625
ZNF427~withdrawn	
SLC35A4	ENSG00000176087
TRPC7	ENSG00000069018
ZFYVE16	ENSG00000039319
PLEKHF2	ENSG00000175895
ZFYVE19	ENSG00000166140
RBSN	ENSG00000131381
ZFYVE21	ENSG00000100711
ZFYVE26	ENSG00000072121
ANKFY1	ENSG00000185722
PLEKHF1	ENSG00000166289
TUBA3E	ENSG00000152086
TUBA1A	ENSG00000167552
PDLIM3	ENSG00000154553
TUBA1C	
MYMY3	
SAR1AP2	ENSG00000213170
TUBB4B	ENSG00000188229
TUBB3	ENSG00000258947
TUBB8	ENSG00000261456
TUBB4A	ENSG00000104833
TUBE1	ENSG00000074935
TUBB6	ENSG00000176014
TUBB	ENSG00000196230
NDST4	ENSG00000138653
XKR5	ENSG00000275591
NUDT15P2	
PPM1J	ENSG00000155367
RHBDF2	
ATG4D	ENSG00000130734
ATG4B	ENSG00000168397
DFNA42	
SLC35A5	ENSG00000138459
RASSF4	ENSG00000107551
ERCC6L	ENSG00000186871
CLRN3	ENSG00000180745
RASSF6	ENSG00000169435
CYBRD1	ENSG00000071967
SLC35B1	ENSG00000121073
SLC35D2	ENSG00000130958
SLC35D1	ENSG00000116704
WASF4P	ENSG00000188459
SLC35E1	ENSG00000127526
ZNF428	
SCKL2~withdrawn	
SCKL3	
ZNF486	ENSG00000256229
ZNF430	
ZNF431	ENSG00000196705
ZNF432	
ZNF433	ENSG00000197647
ZSCAN32	ENSG00000140987
ZSCAN16	ENSG00000196812
ZNF436	ENSG00000125945
KDM3A	ENSG00000115548
PHF12	ENSG00000109118
ZNF429	ENSG00000197013
LRRC15	ENSG00000172061
CATSPER3	ENSG00000152705
TPCN2	ENSG00000162341
COL24A1	ENSG00000171502
ADGRL4	ENSG00000162618
DPP10	ENSG00000175497
AMIGO1	ENSG00000181754
CABP7	ENSG00000100314
PAOX	ENSG00000148832
FOXP4	ENSG00000137166
GPR156	ENSG00000175697
HRNR	ENSG00000197915
FNBP1L	ENSG00000137942
WDR24	ENSG00000127580
RNF145	ENSG00000145860
THAP2	ENSG00000173451
THAP3	ENSG00000041988
THAP1	ENSG00000131931
NANOG	ENSG00000111704
SLC39A14	ENSG00000104635
SLC39A13	ENSG00000165915
SLC39A12	ENSG00000148482
SLC39A10	ENSG00000196950
SLC39A8	ENSG00000138821
SLC35E2A	ENSG00000215790
SLC35E3	ENSG00000175782
PPIL1P1	ENSG00000237951
RSPO3	ENSG00000146374
MCHR2	ENSG00000152034
ZBTB2	ENSG00000181472
BMP10	ENSG00000163217
RPF2	ENSG00000197498
BEND6	ENSG00000151917
GTF3C6	ENSG00000155115
ZNF439	ENSG00000171291
ZNF440	ENSG00000171295
ZNF441	ENSG00000197044
WRNIP1	ENSG00000124535
ZNF442	ENSG00000198342
ZNF443	ENSG00000180855
CASKIN1	
GPAT4	ENSG00000158669
C6orf52	ENSG00000137434
PAK1IP1	ENSG00000111845
GDPD1	ENSG00000153982
PLEKHG1	ENSG00000120278
AGPAT4	ENSG00000026652
AGPAT5	ENSG00000155189
GTDC1	ENSG00000121964
CORS2~withdrawn	
LRIG2	ENSG00000198799
LCN10	ENSG00000187922
BCOR	ENSG00000183337
PGM2L1	ENSG00000165434
TRMT6	ENSG00000089195
EAF1	ENSG00000144597
DZIP1	ENSG00000134874
ZNF539~withdrawn	
AFMID	ENSG00000183077
BLOC1S3	
ALPK1	ENSG00000073331
ITM2BP1	ENSG00000266853
HACD4	ENSG00000188921
SLX1A	ENSG00000132207
CSAG4	ENSG00000242599
POLD3	ENSG00000077514
XKR9	ENSG00000221947
SCGB1B3P	
SENP6	ENSG00000112701
PLXDC1	ENSG00000161381
TOMM20	ENSG00000173726
C9orf56~withdrawn	
FOXQ1	ENSG00000164379
TMEM14C	ENSG00000111843
KIF25-AS1	ENSG00000229921
VTA1	ENSG00000009844
PHACTR2	ENSG00000112419
SDHAF4	ENSG00000154079
TMEM181	ENSG00000146433
SCAF8	ENSG00000213079
C6orf58	ENSG00000184530
ANKS1A	ENSG00000064999
ATG3	ENSG00000144848
DFNB63~withdrawn	
WTIP	ENSG00000142279
NACC1	ENSG00000160877
RIOX1	ENSG00000170468
ASB9P1	ENSG00000258527
ADGRL1	ENSG00000072071
ADGRL3	ENSG00000150471
SMAN1	
TAAR9	ENSG00000237110
TAAR6	ENSG00000146383
LRRN1	ENSG00000175928
LRRN5~withdrawn	
SMYD2	ENSG00000143499
NECAB1	ENSG00000123119
BLOC1S2	ENSG00000196072
VGLL1	ENSG00000102243
SMYD1	ENSG00000115593
ANKMY1	ENSG00000144504
AGPAT4-IT1	ENSG00000279355
NMNAT3	ENSG00000163864
PHACTR1	ENSG00000112137
FAM184A	ENSG00000111879
RPP40	ENSG00000124787
RWDD1	ENSG00000111832
ZSCAN2	ENSG00000176371
ASF1A	ENSG00000111875
ASF1B	ENSG00000105011
ZMYND15	ENSG00000141497
C6orf62	ENSG00000112308
ACOT13	ENSG00000112304
MSS51	ENSG00000166343
CBX1P5	ENSG00000231516
RPL23AP14	ENSG00000224438
CPO	ENSG00000144410
PLXDC2	ENSG00000120594
ANTXR1	ENSG00000169604
FILIP1	ENSG00000118407
LGSN	ENSG00000146166
OFCC1	ENSG00000181355
ZNF445	ENSG00000185219
BTBD8	ENSG00000189195
QRSL1	ENSG00000130348
NHSL1	ENSG00000135540
AARS2	ENSG00000124608
YIPF3	ENSG00000137207
CUL7	ENSG00000044090
SAYSD1	ENSG00000112167
SNHG5	ENSG00000203875
ANKK1	ENSG00000170209
ZNF438	ENSG00000183621
ARHGAP15	ENSG00000075884
KAAG1	ENSG00000146049
HACE1	ENSG00000085382
NDUFAF4	ENSG00000123545
ARHGAP18	ENSG00000146376
ZNF446	
ZSCAN18	ENSG00000121413
ZNF448~withdrawn	
ZNF449	ENSG00000173275
NOL7	ENSG00000225921
HECA	ENSG00000112406
NUS1	ENSG00000153989
PITPNM3	ENSG00000091622
PITPNM2	ENSG00000090975
PITPNC1	
CDKAL1	ENSG00000145996
MTRF1L	ENSG00000112031
KCTD20	ENSG00000112078
MFSD4B	ENSG00000173214
RSPH3	ENSG00000130363
MTHFD1L	ENSG00000120254
ERMARD	ENSG00000130023
RSPH9	ENSG00000172426
MYMY2~withdrawn	
MAD2L1BP	ENSG00000124688
GRPEL2	ENSG00000164284
SERAC1	ENSG00000122335
FARS2	ENSG00000145982
MOXD1	ENSG00000079931
WDR25	
SLC25A27	ENSG00000153291
TBC1D7	ENSG00000145979
SMYD4	ENSG00000186532
RAB44	ENSG00000255587
LYPLA2P1	ENSG00000228285
RNF121	ENSG00000137522
IYD	ENSG00000009765
MANEA	ENSG00000172469
TXNDC5	ENSG00000239264
GINM1	ENSG00000055211
TMEM200A	ENSG00000164484
TMEM14A	ENSG00000096092
CMTR1	ENSG00000137200
HDDC2	ENSG00000111906
PBOV1	ENSG00000254440
TRMT11	ENSG00000066651
NCOA7	ENSG00000111912
SEC63	ENSG00000025796
SF3B5	ENSG00000169976
FAM135A	ENSG00000082269
MIB1	ENSG00000101752
BTLA	ENSG00000186265
SCD5	ENSG00000145284
JBTS1~withdrawn	
TRAPPC3L	ENSG00000173626
ZNF451	ENSG00000112200
TREML2	ENSG00000112195
C6orf91~withdrawn	
CALHM4	ENSG00000164451
HDGFL1	ENSG00000112273
GFOD1	ENSG00000145990
MCUR1	ENSG00000050393
CCDC28A	ENSG00000024862
ARMC12	ENSG00000157343
QKI	ENSG00000112531
CUTA	ENSG00000112514
SFT2D1	ENSG00000198818
SLC22A23	ENSG00000137266
CEP162	ENSG00000135315
PSMG4	ENSG00000180822
FAM120B	ENSG00000112584
FAM136BP	ENSG00000232654
BICRAL	ENSG00000112624
LINC00266-3	ENSG00000170590
DLK2	ENSG00000171462
C6orf89	ENSG00000198663
MTFR2	ENSG00000146410
FRCL1~withdrawn	
RPL35AP3	ENSG00000230350
ECT2L	ENSG00000203734
DNM1DN2@~withdrawn	
DNM1DN3@~withdrawn	
DNM1DN4@~withdrawn	
DNM1P5	
DNM1DN6~withdrawn	
DNM1DN7@~withdrawn	
DNM1DN8@~withdrawn	
DNM1P9	
DNM1DN10@~withdrawn	
DNM1DN11@~withdrawn	
DNM1DN12@~withdrawn	
DNM1DN13~withdrawn	
DNM1DN14@~withdrawn	
DNM1DN15@~withdrawn	
DNM1DN16@~withdrawn	
DNM1P17	ENSG00000250833
DNM1P18	
DNM1P19	
DNM1DN20~withdrawn	
DNM1DN21~withdrawn	
DNM1DN22~withdrawn	
DNM1DN23~withdrawn	
CCRL1P1	ENSG00000225415
ZBTB24	ENSG00000112365
DSE	ENSG00000111817
RCN3	
ZMYND19	ENSG00000165724
RNF122	ENSG00000133874
RNF123	ENSG00000164068
PRR3	ENSG00000204576
RNF125	ENSG00000101695
RNF126	
LONRF3	ENSG00000175556
RNF128	ENSG00000133135
RNF133	ENSG00000188050
MYLIP	ENSG00000007944
PCGF6	ENSG00000156374
GTF2H5	ENSG00000272047
RNF135	ENSG00000181481
RNF141	ENSG00000110315
LINC00473	ENSG00000223414
TRIM68	
TRIM60	ENSG00000176979
MDC1	ENSG00000137337
C6orf92~withdrawn	
RAP2C	ENSG00000123728
RHEBL1	ENSG00000167550
PDZD4	ENSG00000067840
RHOT1	ENSG00000126858
RHOT2	ENSG00000140983
ADAT2	ENSG00000189007
LTV1	ENSG00000135521
ZC2HC1B	ENSG00000118491
ZC3H12D	ENSG00000178199
RMND1	ENSG00000155906
CCDC170	ENSG00000120262
C6orf98~withdrawn	
C6orf99	ENSG00000203711
SAMD5	ENSG00000203727
SUMO4	ENSG00000177688
NUP43	ENSG00000120253
FNDC2~withdrawn	
FNDC1	ENSG00000164694
PNLDC1	ENSG00000146453
ATAT1	ENSG00000137343
MAGEB16	ENSG00000189023
DAOA	ENSG00000182346
ZMYND12	ENSG00000066185
ZSCAN23	ENSG00000187987
DOP1A	ENSG00000083097
LINC01556	ENSG00000204709
HLA-P	ENSG00000261548
FA2H	ENSG00000103089
HCFC1R1	
PBXIP1	ENSG00000163346
ZNF454	ENSG00000178187
C6orf102~withdrawn	
KIF6	ENSG00000164627
UNC5CL	ENSG00000124602
IPCEF1	ENSG00000074706
LINGO1	ENSG00000169783
LINGO3	
LINGO2	ENSG00000174482
WDR26	ENSG00000162923
ARID3C	ENSG00000205143
LPAL2	ENSG00000213071
TTLL2	ENSG00000120440
ADGB	ENSG00000118492
ARFGEF3	ENSG00000112379
ADTRP	ENSG00000111863
C6orf106	ENSG00000196821
UHRF1BP1	ENSG00000065060
DNPH1	ENSG00000112667
ICK	ENSG00000112144
SRSF12	ENSG00000154548
KLHL32	ENSG00000186231
PNISR	ENSG00000132424
BVES-AS1	ENSG00000203808
ZUP1	ENSG00000153975
CBLL1	ENSG00000105879
LRFN2	ENSG00000156564
BTBD9	ENSG00000183826
C6orf114~withdrawn	
ABRACL	ENSG00000146386
DACT2	ENSG00000164488
MRAP2	ENSG00000135324
C6orf118	ENSG00000112539
RAMACL	ENSG00000235272
LINC01558	ENSG00000146521
AFDN-DT	ENSG00000198221
UQCC2	ENSG00000137288
TMEM217	ENSG00000172738
CCDC167	ENSG00000198937
FRMD1	ENSG00000153303
HCG4	ENSG00000176998
HCG8~withdrawn	
HCG9	ENSG00000204625
LEMD2	ENSG00000161904
PI16	ENSG00000164530
PNPLA1	ENSG00000180316
C6orf120	ENSG00000185127
WDR27	ENSG00000184465
LINC00242	ENSG00000229214
CLPSL2	ENSG00000196748
CLPSL1	ENSG00000204140
CYCSP55	ENSG00000214810
LHFPL5	ENSG00000197753
TCP10L2	ENSG00000166984
TSPO2	ENSG00000112212
OARD1	ENSG00000124596
RPL36AP5	
CAPRIN2	ENSG00000110888
KLKP1	ENSG00000197588
CDK5P1	ENSG00000235165
ASIC4	ENSG00000072182
C1RL	
ANKRD13A	ENSG00000076513
NLRP5	ENSG00000171487
GRWD1	ENSG00000105447
ADCY10	ENSG00000143199
ATP5MFP3	ENSG00000232851
C6orf131~withdrawn	
C6orf132	ENSG00000188112
UBR2	ENSG00000024048
PTCRA	ENSG00000171611
C10orf43~withdrawn	
RIMS3	ENSG00000117016
HMCN2	ENSG00000148357
KCTD2	ENSG00000180901
EPS8L1	
EPS8L2	
EPS8L3	ENSG00000198758
AACS	ENSG00000081760
CROCC	ENSG00000058453
RPP21	ENSG00000241370
C6orf136	ENSG00000204564
KCTD11	ENSG00000213859
ADPRHL1	ENSG00000153531
ADPRHL2	ENSG00000116863
KCTD3	ENSG00000136636
ALKBH7	ENSG00000125652
DSG4	ENSG00000175065
ELOVL5	ENSG00000012660
COPS9	ENSG00000172428
TMEM151B	ENSG00000178233
ANKRD11	
DYM	ENSG00000141627
TMEM13~withdrawn	
DFNB68~withdrawn	
SKOR1	ENSG00000188779
NEU4	ENSG00000204099
RTN4RL1	
STK32C	ENSG00000165752
SNX13	ENSG00000071189
RNF146	ENSG00000118518
PRRX2	ENSG00000167157
TDRD6	ENSG00000180113
SPG23	
GLC1K	
LINC00575	ENSG00000231782
NME9	ENSG00000181322
ERVH-4	
PTCHD4	ENSG00000244694
CENPQ	ENSG00000031691
CENPU	ENSG00000151725
GLYATL3	ENSG00000203972
PDHX	ENSG00000110435
C6orf141	ENSG00000197261
RPS17P5	ENSG00000060303
KLHL31	ENSG00000124743
TICAM2	ENSG00000243414
MLIP	ENSG00000146147
CORO6	ENSG00000167549
FAM83B	ENSG00000168143
C6orf144~withdrawn	
HMGCLL1	ENSG00000146151
KIAA1586	ENSG00000168116
PXDC1	ENSG00000168994
FAM217A	ENSG00000145975
C6orf147~withdrawn	
TMPOP1	ENSG00000229068
LYRM4	ENSG00000214113
KHDC1	ENSG00000135314
CGAS	ENSG00000164430
SNRNP48	ENSG00000168566
C6orf152~withdrawn	
RPL7L1	ENSG00000146223
RPL24P4	ENSG00000181524
STK40	ENSG00000196182
RRP36	ENSG00000124541
LRRC73	ENSG00000204052
FKBP1C	ENSG00000198225
ADH5P4	ENSG00000233859
OGFRL1	ENSG00000119900
MRPL48P1	ENSG00000238076
LINC00472	ENSG00000233237
UBE3D	ENSG00000118420
OOEP	ENSG00000203907
RPL39P3	ENSG00000235174
TMEM14B	ENSG00000137210
RWDD2A	ENSG00000013392
FSTL5	ENSG00000168843
PRSS35	ENSG00000146250
FSTL4	ENSG00000053108
RIPPLY2	ENSG00000203877
SLAMF8	ENSG00000158714
SLAMF6	ENSG00000162739
RWDD3	ENSG00000122481
SLAMF7	ENSG00000026751
RPL7AP7	ENSG00000213880
ABHD5	ENSG00000011198
SCML4	ENSG00000146285
ABHD6	ENSG00000163686
FOXN4	ENSG00000139445
SMIM11P1	ENSG00000198738
SMIM8	ENSG00000111850
DFNA53	
C6orf163	ENSG00000203872
LINC01590	
CFAP206	ENSG00000272514
RARS2	ENSG00000146282
AKIRIN2	ENSG00000135334
PM20D2	ENSG00000146281
USP12PX	ENSG00000226081
AIFM2	ENSG00000042286
SMPDL3B	ENSG00000130768
CDK20	ENSG00000156345
WDR31	ENSG00000148225
KCTD5	ENSG00000167977
IFT74	ENSG00000096872
TMEM8B	ENSG00000137103
KCTD9P1	ENSG00000225014
DDX18P2	
SLC4A7OS~withdrawn	
LARP4P	ENSG00000261315
UPK3B	ENSG00000243566
BTBD10	ENSG00000148925
HAPLN3	ENSG00000140511
ITIH5	ENSG00000123243
FGF7P1	ENSG00000264061
MIPOL1	ENSG00000151338
RC3H2	ENSG00000056586
GPR165P	
MTERF1	ENSG00000127989
NLRP10	
ATG12P1	
INPP5E	ENSG00000148384
MMS22L	ENSG00000146263
BDH2P1	ENSG00000232699
DHRS6~withdrawn	
RFX6	ENSG00000185002
DCBLD1	ENSG00000164465
DUSP23	ENSG00000158716
LDHAL6B	ENSG00000171989
RPL29P4	
SLC35F1	ENSG00000196376
MCM9	ENSG00000111877
TBC1D32	ENSG00000146350
C6orf171~withdrawn	
RNF217	ENSG00000146373
CENPW	ENSG00000203760
ECHDC1	ENSG00000093144
DAPL1	ENSG00000163331
VKCFD2~withdrawn	
VKORC1L1	ENSG00000196715
DNAAF4	ENSG00000256061
SOGA3	ENSG00000214338
KIF12	ENSG00000136883
ARFIP1	ENSG00000164144
ACAD9	ENSG00000177646
ATG16L1	ENSG00000085978
PRY2	ENSG00000169807
XAGE1D	
DUS4L	ENSG00000105865
C8orf67~withdrawn	
DHRS7	ENSG00000100612
GNPDA2	ENSG00000163281
DIABLO	ENSG00000184047
TM9SF3	ENSG00000077147
GALNT15	ENSG00000131386
SNX19	ENSG00000120451
SNX24	ENSG00000064652
GTPBP4	ENSG00000107937
DRGX	ENSG00000165606
SYCP2L	ENSG00000153157
RPL15P3	ENSG00000212802
RBM24	ENSG00000112183
ATP5MFP2	
C6orf178~withdrawn	
C6orf179~withdrawn	
C6orf180~withdrawn	
FAM162B	ENSG00000183807
LIN28B-AS1	ENSG00000203809
EGFL10~withdrawn	
EYS	ENSG00000188107
NT5DC1	ENSG00000178425
PPIL6	ENSG00000185250
RSPH4A	ENSG00000111834
TSPYL4	ENSG00000187189
LINC00222	ENSG00000203801
CEP57L1	ENSG00000183137
C6orf183~withdrawn	
C6orf184~withdrawn	
CCDC162P	ENSG00000203799
METTL24	ENSG00000053328
C6orf187~withdrawn	
CALHM5	ENSG00000178033
THEMIS	ENSG00000172673
TMEM244	ENSG00000203756
SLC18B1	ENSG00000146409
SAMD3	ENSG00000164483
AHI1	ENSG00000135541
NHLRC1	ENSG00000187566
KDM1B	ENSG00000165097
RNF144B	ENSG00000137393
MBOAT1	ENSG00000172197
KIAA0319	ENSG00000137261
CARMIL1	ENSG00000079691
MCFD2P1	ENSG00000237154
NKAPL	ENSG00000189134
GCNT5~withdrawn	
TTL	ENSG00000114999
FAM19A1	ENSG00000183662
FAM19A2	ENSG00000198673
FAM19A3	ENSG00000184599
FAM19A4	ENSG00000163377
FAM19A5	ENSG00000219438
RPL29P1	
SESN1	ENSG00000080546
AK4P3	ENSG00000233381
ACAD10	ENSG00000111271
LINC00574	ENSG00000231690
LINC01600	ENSG00000164385
SLC35B3	ENSG00000124786
TBC1D22B	ENSG00000065491
WDFY3-AS2	ENSG00000180769
EPN1	ENSG00000063245
SAFB2	
MPC1	ENSG00000060762
AIG1	ENSG00000146416
LUC7L2	ENSG00000146963
LNPK	ENSG00000144320
CTDSP1	ENSG00000144579
TNS3	ENSG00000136205
TXLNB	ENSG00000164440
AKD2~withdrawn	
C6orf200~withdrawn	
C6orf201	ENSG00000185689
C6orf202~withdrawn	
CAGE1	ENSG00000164304
GCNT2P1	ENSG00000205318
KLC4	ENSG00000137171
ANO1	ENSG00000131620
MRX82	
OXCT2P1	ENSG00000237624
ZNF460	
ZNF461	
TCP1P3	ENSG00000256849
RANP1	ENSG00000236603
SUCLA2P1	ENSG00000224936
UBQLN1P1	ENSG00000236405
RPL7P4	ENSG00000230449
KIAA0408	ENSG00000189367
SATB2	ENSG00000119042
CEP85L	ENSG00000111860
TSPAN9	ENSG00000011105
TSPAN12	ENSG00000106025
VARS2	ENSG00000137411
TSPAN13	ENSG00000106537
FAM66C	ENSG00000226711
CHCHD2	ENSG00000106153
SBDSP1	ENSG00000225648
UBE2D4	ENSG00000078967
TOMM7	ENSG00000196683
BAIAP2L1	ENSG00000006453
BMP8A	ENSG00000183682
OSTM1	ENSG00000081087
TOPORS	ENSG00000197579
S100A7P1	ENSG00000203781
S100A7L2	ENSG00000197364
S100A7P2	
S100A7A	ENSG00000184330
FBXL13	ENSG00000161040
HCP5	ENSG00000206337
HCP5P6~withdrawn	
MUC21	ENSG00000204544
HCP5P2~withdrawn	
RPL15P4	ENSG00000225499
FGFR3P1	ENSG00000230994
WASF5P	ENSG00000231402
MUCL3	ENSG00000168631
ORAI2	ENSG00000160991
STK19B	ENSG00000250535
IFITM4P	ENSG00000235821
HCP5P15~withdrawn	
HCP5P12~withdrawn	
FSIP1	ENSG00000150667
FSIP2	ENSG00000188738
RSPO1	ENSG00000169218
SIK2	ENSG00000170145
NAPEPLD	ENSG00000161048
ZNF462	ENSG00000148143
CD109	ENSG00000156535
RNASET2	ENSG00000026297
ZNF90P2	ENSG00000233366
ZNHIT1	ENSG00000106400
FIS1	ENSG00000214253
GET4	ENSG00000239857
